text,label
Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,1
Crystal Lotus Sriyantras,0
Contract free,0
No I don't feel lucky,1
ON SALE: Select Seasonal T-Shirts only $19.99! Limited time only! Save Now!,1
FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,1
"Yes, I Want To Save Money!No Thanks",1
HURRY! ONLY 19 LEFT IN STOCK.,1
JFN Crew Neck Floral Vacation T-Shirt/Tee,0
"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",1
166 people have added this item to cart,1
Only 1 Item Left!,1
Adjustable Cuffs With Inner Knitted Cuff,0
Plant-based Protein,0
"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",1
The World Fair Trade Organization Label guarantees that People Tree follows Fair Trade best practices in our organisation.,0
"1,446 people have viewed this item",1
We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more.,0
Time remaining: 04:50,1
Shop By Fabric,0
"Order soon, only 1 left!",1
"Brilliant! Chose what I wanted, and came a week later. Very happy with my purchase",0
Only 7 in Stock!,1
HURRY! LESS THAN 129 LEFT.,1
Only 1 left In Stock,1
52 people have added this product to bag in the last 72 hours,1
Strip Softbox,0
Please try again,0
210+ bought,1
Shop now. Pay later. Always interest-free,0
Packed with Super Citrimax,0
Hurry up! Only 11 items left,1
Massive Tax Time Sale See Discounts! Sale ends in,1
"No thanks, I'm not interested",1
"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair",1
Only 1 Item(s) left,1
Synthesis Alloy Collection,0
"25,439 people have viewed this item",1
Stone Island Junior,0
Wall art,0
🔥 2 people are looking right now,1
We have 1 left in stock,1
"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",1
"No thanks, I’d rather pay full price.",1
Sale Womens Clothing,0
228 People Have Viewed This Product Recently!,1
info@chainedandable.com,0
In Stock. Only 1 Left!,1
Only 8 Left!,1
beautifully written prose,0
Gold Collection,0
LOGIN/REGISTER,1
Save $148.98AUD – 49% Off,1
1day21:04:58,1
ONLY 1 LEFT IN STOCK,1
"They look really good with my brown eyes, and they look pretty natural.",0
"Rick in Columbia, United States purchased a",1
Availability: In Stock Hurry! Only 8 Left!,1
Was this product description useful?YesNo,0
OFFER ENDS: 09h: 09m: 55s: 0,1
Brand: Ray-Ban® | Similar products from Ray-Ban®,0
Glows In The Dark,0
ShoesBootsCasual ShoesFormal ShoesSandals & Flip-flopsShoe Care & AccessoriesSlippersSneakers & CanvasSports Shoes,0
Safe & Secure Checkout,0
"No Thanks, I Don't Like Saving Money.",1
Only 4 copies left,1
Ericdress Long Sleeve Mesh Off Shoulder Summer Dress,0
Customer also shopped for,1
Also notify me about New Arrivals!,0
In stock | 44 left,1
FLASH 19:15:22,1
"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",1
Rare Book Conditions,0
You left 2 items in your bag Released in: 29 minutes :07 seconds,1
Fewer than 5 left!,1
Men's Accessories,0
Only 1 Left!,1
only 7 pieces left,1
"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",1
Only 2 copies left,1
Only 1 left.,1
2+ people just viewed this product,1
"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",1
DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,1
Manage Consent Preferences,0
"Once a celebrated author of short stories now in his twilight years,",0
🔥👁️ 1 person is viewing this.,1
🔥 9 people are viewing this.,1
HURRY! YOUR 10% OFF EXPIRES IN 29:43,1
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,1
On Sale! Limited Time Offer!,1
Coloured Pencils,0
"No thanks, I don't like to save",1
Countdown,0
Anniversary Gifts by Year,0
Shop by Health Goals,0
"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",1
Trowels & Putty Knife,0
Girls Trousers,0
LIMITED TIME ONLY 10 OFF 50 SPEND NEW CUSTOMERS ONLY - TERMS & CONDITIONS APPLY,1
Crystal Beads,0
All Men's Brands,0
Memory Cards,0
With 1-year Care Subscription 10 days history,1
Share on Pinterest,0
Send as giftexpand_more,0
"Ends in 1 Days, 4 Minutes, 44 Seconds",1
Limited Time,1
Ends Sunday! $200 off any mattress . free shipping & free returns!,1
"from Korea, South",0
WARNING! Only 5 left in stock!,1
00:15:07:45,1
Mary Janes,0
77 PEOPLE LIKE THIS,1
Resend One time Pin,0
U.S. Vape Mail Ban FAQs,0
5 people are looking at this product right now,1
Feeding Nightwear,0
All Shoes,0
Bike Parts & Components,0
✕,0
Allow All,0
Cargo Trousers,0
Don't miss out on this item! There is only 1 left in stock.,1
"Synthetic nicotine | Strawberry, kiwi & pomegranate",0
"Someone in San diego, United States just bought Gemfield Watch 15 days ago",1
Only 7 left,1
"No, I Don't Like Discounts",1
80 Customers are considering this product right now.,1
Hurry! Only 7 left in stock.,1
"ONCE IT'S GONE, IT'S GONE",1
Stay on Next.co.uk,0
Other 2 customers have it in their cart.,1
Shoe Care,0
"No thank you, I prefer to pay for shipping.",1
Lip Balms & Treatments,0
BOTTLES LEFT 3,1
clear text,0
Crossbody & Belt Bags,0
Only 1 items left in stock!,1
Hurry! Sale Ends In: 02:59:50,1
"Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)",0
B-Series Truck remotes,0
13 people have added this to their cart,1
Hurry! Sale ends in:,1
"No thanks, I don’t like saving money.",1
new merch coming soon,0
I'LL PAY FULL PRICE,1
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,1
Someone in Cashmere bought a RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago,1
Brandon Blackwood,0
Graduations,0
"Easy, awesome! ready to go. Held a charge first night",0
Show Cart,0
"No Thanks, I prefer not to have a protection plan",1
Only 1 Left,1
Only 7 left in stock.,1
HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC,1
Short Sleeve T-Shirts,0
₪ ILS,0
"This site uses cookies to provide and improve your shopping experience. If you want to benefit from this improved service, please opt-in.",0
| Add to Compare,0
Explore more styles from this printspiration,0
selected language日本語currencyJPY,0
"Fancy some creative inspiration, news and offers? Sign up for SAA enewsletters today.",0
Art & Crafting Tools,0
"We cannot guarantee door to door delivery for every customer. Buyers in remote areas such as farms, islands, mining camps, small towns, or out-of-towners, etc may need to collect from their nearest freight depot.",0
Base Layer & Thermals,0
Hair Color + Highlights,0
View all,0
Low Price Guarantee,0
"Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.",0
"No thanks, I will pay full price.",1
In demand,1
1 left at this price,1
Sale ends soon:,1
Game Extraction & Prep,0
87% offers claimed. Hurry up!,1
Product Info,0
7 users have looked at this product in the past 6 minutes,1
Sale Clothing,0
17 people have added this item to cart,1
Limited time offer.,1
"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",1
New In,0
Less than 10 left in stock,1
Footwear Accessories,0
"19,302 people have added this item to cart",1
Bra Panty Set,0
Your order will be reserved for 6:56 minutes.,1
Material: Made with Cordura fabric,0
Black / White Refine by Color: Black / White,0
Limited Quantity Available,1
Casual Wear,0
Baby Size Guide,0
NRA Whittington Center Store,0
Shop Disposables,0
2 people are looking right now,1
"In stock, only 1 products left",1
"-- Preeti Shenoy, author of THE RULE BREAKERS",0
Salt Bender Tank and Shorts Combo,0
"No, thank you. I prefer to pay the full price",1
All Cross Stitch Patterns,0
Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec,1
Clearance Optic Accessories Deals,0
.,0
"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",1
White Plus Size Clothing,0
"Mher from San Angelo, TX Recently made a purchase with Crossrope",1
Custom Board Quote,0
92 customers bought this in the last 48 hours,1
25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.,1
Watch how its done,0
AN ITEM IN YOUR CART IS SELLING OUT QUICKLY,1
Only 9 left in stock,1
Only 1 item left!,1
Add and save!,1
Hurry! Only 1 Pair left!,1
only 5 left,1
Ericdress Round Neck Three-Quarter Sleeve Mid-Calf Pullover Fall Women's Dress,0
Bathroom Basins,0
Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,1
ONLY 4 LEFT IN STOCK,1
Radio and GPS Pouches,0
SAA Standard Membership - Credit/Debit Card - Automatic Annual Fee,0
Checkout within 04:10 so we don't run out of stock!,1
Limited Time Offer,1
Viewed 744 times today,1
Macro Focussing Rails,0
1 in Stock,1
Click and Collect T&C,0
Gift Card FAQs,0
Businesses in the EU buying from a business in the same country are also charged VAT.,0
Lean To Sheds,0
Aromatherapy,0
"When you place healing crystals in a symmetrical fashion and activate it with a crystal wand, the pattern is charged to send messages to the universe. A healing crystal grid uses sophisticated symmetry for manifestation.",0
"No thanks, I'll pay full price!",1
Gear Up,0
Light Works,0
"No, thanks. I'd rather pay full price.",1
251 people are viewing this right now,1
Limited Time Offer!,1
Signup for email updates from Car and Truck Remotes!,0
Ribbons,0
"Hurry, Limited Time Offer! 11:25",1
Casual Sheath Chiffon Sequins Straps V-neck Sleeveless Bridesmaid Dress,0
韓國香氛 Cosmic Mansion,0
Comfy and looks great,0
Someone in Boling Iago Texas United States Purchased Seek Discomfort Sketch White iPhone Case 5 hours ago,1
Almost Famous Jeans,0
A Date With Duchess,0
Quick Release,0
"Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†",0
POSTED BY @missladywoolf#motoin,0
"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",1
"These cookies are necessary for the website to function and cannot be switched off in our system. These cookies are usually only set in response to actions made by you which include a request for services, such as setting your privacy preferences or logging into your account.",0
Free climate compensated shipping & returns,0
Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago,1
"Hurry, only 2 left in stock",1
Only 1 left in stock,1
FootwearHome & Office,0
Drawstring Backpacks,0
PopGrip Antimicrobial Refine by Product Type: PopGrip Antimicrobial,0
All Womens Accessories,0
"Only available for a LIMITED TIME, so get yours TODAY!",1
Read the FAQ,0
Vacation One Shoulder Loosen Long Sleeve Woven Dress,0
Join NRA or Renew,0
Warm Tips,0
Military Discount,0
"Wigsbuy- Online Beauty Store of Fashion Wigs, Hair Extensions & Accessories for Sale.",0
Synthesis E-MTB Carbon Wheelset,0
3 left in stock,1
Reloading Tools,0
"When you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to. The information does not usually directly identify you, but it can give you a more personalized web experience. Because we respect your right to privacy, you can choose not to allow some types of cookies. Click on the different category headings to find out more and change our default settings. However, blocking some types of cookies may impact your experience of the site and the services we are able to offer.",0
Protection Filters,0
Work With More Buyers And Sellers?,0
Events and Entertainment,0
People also buy this with,1
Stay with us in India,0
All Personalised Gifts,0
This link will open in a new window,0
Hurry! This special sale ends in 2h 42m 0s,1
Bob's For Business,0
Limited Time Offer: 10% Off your first order!,1
Only 1 left in stock.,1
"No thanks, I don't want to look my best",1
Ladies Flower Print Casual Fashion Dress,0
Track your order by entering your order number and email below or if you would like to create an account or log in (click here),0
Love the way you pay,0
TiesToys & GamesTravelWatches,0
Color Block,0
"Limited time only: FREE SHIPPING on all orders, no minimum required!",1
Write a reviewAsk a question,0
Limited quantity!,1
What could have caused this?,0
Motion Control System,0
Every Purchase Helps Your NRA:,0
00 DAYS 00 HOURS 29 MINUTES 26 SECONDS,1
"Hurry, only 3 left!",1
Returns an Item,0
Select shake flavor:,0
SAF Warriors,0
___,0
"We combined powerful, yet gentle acne-fighting ingredients with our own unique plant-based complexes to help reduce irritation and redness associated with acne and breakouts. The result? Skin that’s nourished, smooth, and most importantly, clear!",0
Only 1 item left,1
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",1
Only 2 left in stock!,1
78 Persons looking for this product,1
VUSE Alto Menthol Pods,0
C.P. Company,0
"We are one of the best online printing technology & solution company successfully serving local and international customers to cherish the joy, love and precious moments in life with various products. Being an instrument to spread your joy and love in a beautiful way we take pride in providing the best quality services.",0
Over 200 views in 24 hrs,1
111 people have purchased this item,1
Search Close,0
2 people are viewing this,1
Only 14 left,1
GeekVape Pursue a Healthy Vaping Experience,0
We value your input. Share your review so everyone else can enjoy it too.,0
Limited time - Free Shipping on all orders*,1
24 people have purchased this wine today,1
Tactical Rifles,0
Glasses and Goggles,0
shop all,0
1DAYS 04 HOURS 17 MINUTES 18 SECONDS,1
SHIPPING INFO,0
In other users' carts 59,1
